,type,id,attributes.adjusted_odds,attributes.board_time,attributes.custom_image,attributes.description,attributes.end_time,attributes.flash_sale_line_score,attributes.hr_20,attributes.in_game,attributes.is_live,attributes.is_promo,attributes.line_score,attributes.odds_type,attributes.projection_type,attributes.rank,attributes.refundable,attributes.start_time,attributes.stat_display_name,attributes.stat_type,attributes.status,attributes.today,attributes.tv_channel,attributes.updated_at,relationships.duration.data.type,relationships.duration.data.id,relationships.league.data.type,relationships.league.data.id,relationships.new_player.data.type,relationships.new_player.data.id,relationships.projection_type.data.type,relationships.projection_type.data.id,relationships.score.data,relationships.stat_type.data.type,relationships.stat_type.data.id,attributes.game_id,relationships.game.data.type,relationships.game.data.id,relationships.stat_average.data.type,relationships.stat_average.data.id,attributes.trending_count,type_new_player,id_new_player,attributes.combo,attributes.display_name,attributes.image_url,attributes.league,attributes.league_id,attributes.name,attributes.position,attributes.team,relationships.league.data.type_new_player,relationships.league.data.id_new_player
0,projection,3807822,,2025-02-02T22:10:00-05:00,,PHX/POR,,,True,False,False,False,45.5,standard,Single Stat,26,True,2025-02-03T22:10:00-05:00,Points (Combo),Points (Combo),pre_game,True,,2025-02-03T12:51:40-05:00,duration,11,league,7,new_player,217962,projection_type,2,,stat_type,425,,,,,,,new_player,217962,True,Anfernee Simons + Kevin Durant,https://static.prizepicks.com/images/manual/Anfernee Simons + Kevin Durant.png,NBA,7.0,Anfernee Simons + Kevin Durant,G/F,POR/PHX,league,7
1,projection,3807823,,2025-02-02T22:10:00-05:00,,PHX/POR,,,True,False,False,False,20.5,standard,Single Stat,27,True,2025-02-03T22:10:00-05:00,Rebounds (Combo),Rebounds (Combo),pre_game,True,,2025-02-03T12:54:58-05:00,duration,11,league,7,new_player,188986,projection_type,2,,stat_type,427,,,,,,,new_player,188986,True,Deandre Ayton + Nick Richards,https://static.prizepicks.com/images/manual/Deandre Ayton + Nick Richards.png,NBA,7.0,Deandre Ayton + Nick Richards,C,POR/PHX,league,7
2,projection,3807824,,2025-02-02T22:10:00-05:00,,PHX/POR,,,True,False,False,False,11.0,standard,Single Stat,28,True,2025-02-03T22:10:00-05:00,Assists (Combo),Assists (Combo),pre_game,True,,2025-02-03T12:53:27-05:00,duration,11,league,7,new_player,186101,projection_type,2,,stat_type,426,,,,,,,new_player,186101,True,Anfernee Simons + Devin Booker,https://static.prizepicks.com/images/manual/Anfernee Simons + Devin Booker.png,NBA,7.0,Anfernee Simons + Devin Booker,G,POR/PHX,league,7
3,projection,3807825,,2025-02-02T22:10:00-05:00,,PHX/POR,,,True,False,False,False,5.5,standard,Single Stat,29,True,2025-02-03T22:10:00-05:00,3-PT Made (Combo),3-PT Made (Combo),pre_game,True,,2025-02-03T12:52:22-05:00,duration,11,league,7,new_player,186101,projection_type,2,,stat_type,428,,,,,,,new_player,186101,True,Anfernee Simons + Devin Booker,https://static.prizepicks.com/images/manual/Anfernee Simons + Devin Booker.png,NBA,7.0,Anfernee Simons + Devin Booker,G,POR/PHX,league,7
4,projection,3807826,,2025-02-01T12:21:00-05:00,,ORL/GSW,,,True,False,False,False,48.0,standard,Single Stat,30,True,2025-02-03T22:10:00-05:00,Points (Combo),Points (Combo),pre_game,True,,2025-02-03T15:22:30-05:00,duration,11,league,7,new_player,183206,projection_type,2,,stat_type,425,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,,,,new_player,183206,True,Stephen Curry + Franz Wagner,https://static.prizepicks.com/images/manual/Stephen Curry + Franz Wagner.png,NBA,7.0,Stephen Curry + Franz Wagner,G/F,GSW/ORL,league,7
5,projection,3807829,,2025-02-01T12:21:00-05:00,,ORL/GSW,,,True,False,False,False,5.5,standard,Single Stat,33,True,2025-02-03T22:10:00-05:00,3-PT Made (Combo),3-PT Made (Combo),pre_game,True,,2025-02-03T13:56:33-05:00,duration,11,league,7,new_player,183205,projection_type,2,,stat_type,428,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,,,,new_player,183205,True,Stephen Curry + Paolo Banchero,https://static.prizepicks.com/images/manual/Stephen Curry + Paolo Banchero.png,NBA,7.0,Stephen Curry + Paolo Banchero,G/F,GSW/ORL,league,7
6,projection,3806116,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,30.0,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Pts+Rebs,Pts+Rebs,pre_game,True,,2025-02-03T19:02:46-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,243,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,75430,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
7,projection,3805956,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,24.5,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Points,Points,pre_game,True,,2025-02-03T16:13:47-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,19,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,75345,7664.0,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
8,projection,3806128,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,29.0,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Pts+Asts,Pts+Asts,pre_game,True,,2025-02-03T15:21:42-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,244,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,75440,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
9,projection,3810090,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,40.0,standard,Fantasy Score,450,True,2025-02-03T22:10:00-05:00,Fantasy Score,Fantasy Score,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,55372,projection_type,1,,stat_type,14,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,78249,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
10,projection,3806184,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,1.5,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Blks+Stls,Blks+Stls,pre_game,True,,2025-02-03T15:01:32-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,105,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,77945,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
11,projection,3806139,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,9.5,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Rebs+Asts,Rebs+Asts,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,245,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,75450,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
12,projection,3806062,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,34.5,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Pts+Rebs+Asts,Pts+Rebs+Asts,pre_game,True,,2025-02-03T15:19:41-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,106,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,75400,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
13,projection,3806282,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,2.5,standard,Single Stat,450,True,2025-02-03T22:10:00-05:00,Turnovers,Turnovers,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,55372,projection_type,2,,stat_type,24,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,82053,,new_player,55372,False,Franz Wagner,https://static.prizepicks.com/images/players/NBA/Franz_Wagner_NBA_player_ADVHCGrSiQgQ2jmJ9hs3oR7u.webp,NBA,7.0,Franz Wagner,F,ORL,league,7
14,projection,3811405,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,18.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,FG Attempted,FG Attempted,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,386,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84854,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
15,projection,3811409,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,10.0,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,3-PT Attempted,3-PT Attempted,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,392,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84861,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
16,projection,3810091,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,38.5,standard,Fantasy Score,451,True,2025-02-03T22:10:00-05:00,Fantasy Score,Fantasy Score,pre_game,True,,2025-02-03T16:11:06-05:00,duration,11,league,7,new_player,188015,projection_type,1,,stat_type,14,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80363,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
17,projection,3811414,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,0.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Offensive Rebounds,Offensive Rebounds,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,403,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84865,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
18,projection,3806140,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,10.0,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Rebs+Asts,Rebs+Asts,pre_game,True,,2025-02-03T16:11:06-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,245,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80210,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
19,projection,3806129,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,29.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Pts+Asts,Pts+Asts,pre_game,True,,2025-02-03T21:21:23-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,244,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80208,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
20,projection,3806117,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,27.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Pts+Rebs,Pts+Rebs,pre_game,True,,2025-02-03T16:11:06-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,243,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80207,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
21,projection,3811418,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,4.0,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Defensive Rebounds,Defensive Rebounds,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,404,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,87176,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
22,projection,3811399,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,8.0,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,FG Made,FG Made,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,117,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,97131,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
23,projection,3806063,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,33.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Pts+Rebs+Asts,Pts+Rebs+Asts,pre_game,True,,2025-02-03T21:03:14-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,106,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80199,41905.0,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
24,projection,3805957,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,23.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Points,Points,pre_game,True,,2025-02-03T20:04:05-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,19,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80149,102901.0,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
25,projection,3811396,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,3.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Free Throws Made,Free Throws Made,pre_game,True,,2025-02-03T16:21:04-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,68,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84850,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
26,projection,3806006,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,5.5,standard,Single Stat,451,True,2025-02-03T22:10:00-05:00,Assists,Assists,pre_game,True,,2025-02-03T16:11:06-05:00,duration,11,league,7,new_player,188015,projection_type,2,,stat_type,20,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80172,,new_player,188015,False,Stephen Curry,https://static.prizepicks.com/images/players/NBA/Stephen_Curry_NBA_player_PK7AiNQ1KY7w5YTXVk3VcpgA.webp,NBA,7.0,Stephen Curry,G,GSW,league,7
27,projection,3805996,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,7.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Rebounds,Rebounds,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,22,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79815,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
28,projection,3811415,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,1.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Offensive Rebounds,Offensive Rebounds,pre_game,True,,2025-02-03T16:23:40-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,403,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84866,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
29,projection,3811410,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,5.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,3-PT Attempted,3-PT Attempted,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,392,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,87172,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
30,projection,3811400,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,6.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,FG Made,FG Made,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,117,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,97127,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
31,projection,3811419,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,3.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Defensive Rebounds,Defensive Rebounds,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,404,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,86081,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
32,projection,3811404,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,0.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Dunks,Dunks,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,385,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,99203,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
33,projection,3806016,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,1.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,3-PT Made,3-PT Made,pre_game,True,,2025-02-03T20:28:48-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,31,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79816,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
34,projection,3806064,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,35.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Pts+Rebs+Asts,Pts+Rebs+Asts,pre_game,True,,2025-02-03T20:26:21-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,106,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79817,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
35,projection,3810092,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,39.5,standard,Fantasy Score,452,True,2025-02-03T22:10:00-05:00,Fantasy Score,Fantasy Score,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,188001,projection_type,1,,stat_type,14,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,80229,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
36,projection,3805958,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,22.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Points,Points,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,19,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79813,8452.0,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
37,projection,3806141,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,12.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Rebs+Asts,Rebs+Asts,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,245,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79835,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
38,projection,3806130,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,28.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Pts+Asts,Pts+Asts,pre_game,True,,2025-02-03T18:55:36-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,244,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79834,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
39,projection,3811397,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,3.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Free Throws Made,Free Throws Made,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,68,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,91802,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
40,projection,3806118,,2025-02-02T22:00:00-05:00,,GSW,,,True,False,False,False,30.5,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,Pts+Rebs,Pts+Rebs,pre_game,True,,2025-02-03T15:01:33-05:00,duration,11,league,7,new_player,188001,projection_type,2,,stat_type,243,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,79833,,new_player,188001,False,Paolo Banchero,https://static.prizepicks.com/images/players/NBA/Paolo_Banchero_NBA_player_cSms4hTTjMfoXUcRKPQkTQDA.webp,NBA,7.0,Paolo Banchero,F,ORL,league,7
41,projection,3811406,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,15.0,standard,Single Stat,452,True,2025-02-03T22:10:00-05:00,FG Attempted,FG Attempted,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,386,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84858,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
42,projection,3810093,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,30.5,standard,Fantasy Score,453,True,2025-02-03T22:10:00-05:00,Fantasy Score,Fantasy Score,pre_game,True,,2025-02-03T16:11:07-05:00,duration,11,league,7,new_player,54658,projection_type,1,,stat_type,14,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,78080,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
43,projection,3805997,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,5.0,standard,Single Stat,453,True,2025-02-03T22:10:00-05:00,Rebounds,Rebounds,pre_game,True,,2025-02-03T16:11:07-05:00,duration,11,league,7,new_player,54658,projection_type,2,,stat_type,22,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,76217,,new_player,54658,False,Andrew Wiggins,https://static.prizepicks.com/images/players/NBA/Andrew_Wiggins_NBA_player_yKQK0gmYfGjWuANzVD4ek19k.webp,NBA,7.0,Andrew Wiggins,F,GSW,league,7
44,projection,3811411,,2025-02-02T22:00:00-05:00,,ORL,,,True,False,False,False,6.0,standard,Single Stat,453,True,2025-02-03T22:10:00-05:00,3-PT Attempted,3-PT Attempted,pre_game,True,,2025-02-03T16:21:05-05:00,duration,11,league,7,new_player,217114,projection_type,2,,stat_type,392,NBA_game_67kwXCH0wk9bxxlrOciCiDF4,game,44767,stat_average,84864,,new_player,217114,False,Buddy Hield,https://static.prizepicks.com/images/players/NBA/Buddy_Hield_NBA_player_lDspJqfaQmrYKAHYmcPAKptB.webp,NBA,7.0,Buddy Hield,G,GSW,league,7
