GAME_ID,TEAM_ID,TEAM_CITY,TEAM_NAME,PLAYER_ID,FIRST_NAME,LAST_NAME,MINUTES,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,TREB,AST,STL,BLK,TO,PTS,+/-,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022400705,1610612749,Milwaukee,Bucks,1627752,Taurean,Prince,15:33,3,7,0.429,2,4,0.5,0,0,0.0,0,2,2,2,0,0,1,8,-24.0,93.2,97.0,156.6,169.7,-63.4,-72.7,0.2,2.0,20.0,0.0,0.182,0.071,10.0,0.571,0.571,0.211,0.214,108.16,101.86,84.89,33.0,0.058
0022400705,1610612749,Milwaukee,Bucks,1641753,Chris,Livingston,26:29,4,10,0.4,0,4,0.0,2,4,0.5,1,5,6,0,2,0,2,10,-8.0,81.1,86.0,97.9,100.0,-16.8,-14.0,0.0,0.0,0.0,0.032,0.156,0.095,15.4,0.4,0.425,0.203,0.202,107.48,103.31,86.09,57.0,0.065
0022400705,1610612749,Milwaukee,Bucks,1631157,Ryan,Rollins,18:20,5,9,0.556,2,3,0.667,4,4,1.0,0,0,0,1,2,1,3,16,-18.0,100.4,100.0,144.5,145.2,-44.2,-45.2,0.1,0.33,6.7,0.0,0.0,0.0,20.0,0.667,0.743,0.304,0.312,111.33,111.27,92.73,43.0,0.134
0022400705,1610612749,Milwaukee,Bucks,1631260,AJ,Green,21:04,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,3,0,0,2,2,-33.0,86.1,93.3,157.4,163.0,-71.3,-69.7,0.188,1.5,33.3,0.0,0.077,0.025,22.2,0.25,0.25,0.115,0.116,109.8,103.65,86.37,45.0,0.009
0022400705,1610612749,Milwaukee,Bucks,1629018,Gary,Trent Jr.,20:30,4,11,0.364,1,4,0.25,1,2,0.5,0,1,1,1,0,0,0,10,-21.0,92.8,91.3,140.4,140.0,-47.6,-48.7,0.1,0.0,7.7,0.0,0.059,0.023,0.0,0.409,0.421,0.222,0.239,105.59,106.57,88.81,46.0,0.04
0022400705,1610612749,Milwaukee,Bucks,1641890,Tyler,Smith,27:16,4,15,0.267,3,10,0.3,1,2,0.5,2,5,7,3,2,0,3,12,2.0,90.6,93.2,91.6,88.3,-1.0,4.9,0.2,1.0,13.6,0.056,0.143,0.099,13.6,0.367,0.378,0.271,0.285,104.39,104.74,87.29,59.0,0.063
0022400705,1610612749,Milwaukee,Bucks,1642358,AJ,Johnson,29:06,5,12,0.417,2,4,0.5,1,2,0.5,0,4,4,4,1,0,2,13,0.0,87.0,89.1,92.1,89.1,-5.1,0.0,0.286,2.0,21.1,0.0,0.108,0.053,10.5,0.5,0.505,0.2,0.21,105.04,105.57,87.97,64.0,0.124
0022400705,1610612749,Milwaukee,Bucks,1626192,Pat,Connaughton,20:57,3,6,0.5,1,1,1.0,1,1,1.0,2,1,3,1,0,0,0,8,-17.0,96.4,100.0,139.0,131.3,-42.6,-31.3,0.083,0.0,14.3,0.069,0.067,0.068,0.0,0.583,0.621,0.109,0.114,106.59,107.68,89.74,46.0,0.056
0022400705,1610612749,Milwaukee,Bucks,1626153,Delon,Wright,21:13,0,4,0.0,0,3,0.0,1,2,0.5,0,3,3,3,2,1,0,1,-1.0,88.1,91.1,90.4,91.3,-2.3,-0.2,0.2,0.0,37.5,0.0,0.111,0.058,0.0,0.0,0.102,0.098,0.101,105.16,102.94,85.78,45.0,0.06
0022400705,1610612749,Milwaukee,Bucks,1630699,MarJon,Beauchamp,17:00,2,7,0.286,1,2,0.5,1,2,0.5,1,5,6,4,1,0,0,6,9.0,81.9,86.5,64.1,60.5,17.8,26.0,0.4,0.0,33.3,0.048,0.2,0.13,0.0,0.357,0.381,0.195,0.195,105.78,105.84,88.2,37.0,0.185
0022400705,1610612760,Oklahoma City,Thunder,1629652,Luguentz,Dort,20:36,4,4,1.0,2,2,1.0,2,2,1.0,0,2,2,0,1,0,1,12,30.0,145.2,152.2,82.6,85.1,62.6,67.1,0.0,0.0,0.0,0.0,0.083,0.053,16.7,1.25,1.23,0.113,0.113,112.54,108.35,90.29,46.0,0.11
0022400705,1610612760,Oklahoma City,Thunder,1629026,Kenrich,Williams,21:46,2,9,0.222,0,3,0.0,0,0,0.0,2,1,3,4,2,0,1,4,22.0,141.4,144.9,99.4,96.1,42.0,48.8,0.154,4.0,28.6,0.1,0.043,0.07,7.1,0.222,0.222,0.172,0.175,109.69,110.26,91.88,49.0,0.009
0022400705,1610612760,Oklahoma City,Thunder,1628392,Isaiah,Hartenstein,18:29,3,7,0.429,0,1,0.0,0,0,0.0,3,9,12,3,1,2,3,6,24.0,143.5,148.8,85.3,88.1,58.2,60.7,0.143,1.0,23.1,0.25,0.36,0.324,23.1,0.429,0.429,0.217,0.215,111.56,107.77,89.81,41.0,0.144
0022400705,1610612760,Oklahoma City,Thunder,1630598,Aaron,Wiggins,25:40,6,9,0.667,1,2,0.5,0,0,0.0,0,1,1,4,1,0,1,13,24.0,143.5,142.4,100.7,101.7,42.9,40.7,0.148,4.0,28.6,0.0,0.032,0.02,7.1,0.722,0.722,0.149,0.153,110.45,110.34,91.95,59.0,0.112
0022400705,1610612760,Oklahoma City,Thunder,1628983,Shai,Gilgeous-Alexander,22:24,15,19,0.789,2,3,0.667,2,3,0.667,0,3,3,6,0,0,3,34,34.0,144.5,151.0,74.9,78.4,69.6,72.6,0.375,2.0,20.7,0.0,0.1,0.065,10.3,0.842,0.837,0.404,0.402,112.07,107.14,89.29,49.0,0.335
0022400705,1610612760,Oklahoma City,Thunder,1631172,Ousmane,Dieng,31:01,9,13,0.692,3,5,0.6,0,0,0.0,3,5,8,5,1,0,4,21,1.0,101.1,97.0,93.7,98.5,7.3,-1.4,0.278,1.25,22.7,0.083,0.128,0.107,18.2,0.808,0.808,0.221,0.232,102.59,102.12,85.1,67.0,0.21
0022400705,1610612760,Oklahoma City,Thunder,1631119,Jaylin,Williams,26:17,5,9,0.556,3,5,0.6,0,0,0.0,3,4,7,0,0,3,2,13,9.0,107.0,105.2,88.4,92.9,18.6,12.3,0.0,0.0,0.0,0.1,0.129,0.115,18.2,0.722,0.722,0.162,0.169,105.78,104.1,86.75,58.0,0.104
0022400705,1610612760,Oklahoma City,Thunder,1630198,Isaiah,Joe,22:38,5,9,0.556,5,8,0.625,3,3,1.0,0,3,3,2,1,0,0,18,19.0,141.6,134.0,96.1,100.0,45.5,34.0,0.091,0.0,16.7,0.0,0.1,0.064,0.0,0.833,0.872,0.179,0.188,103.15,103.92,86.6,50.0,0.155
0022400705,1610612760,Oklahoma City,Thunder,1641794,Dillon,Jones,25:19,0,3,0.0,0,1,0.0,0,0,0.0,1,8,9,4,0,0,2,0,1.0,88.1,87.0,82.9,88.5,5.3,-1.4,0.211,2.0,44.4,0.03,0.222,0.13,22.2,0.0,0.0,0.079,0.082,103.18,100.49,83.74,54.0,0.068
0022400705,1610612760,Oklahoma City,Thunder,1642505,Alex,Ducas,13:50,1,6,0.167,0,3,0.0,0,0,0.0,2,5,7,0,0,0,0,2,-7.0,53.3,55.2,80.0,82.1,-26.6,-27.0,0.0,0.0,0.0,0.077,0.294,0.163,0.0,0.167,0.167,0.162,0.167,101.98,98.93,82.44,29.0,0.069
0022400705,1610612760,Oklahoma City,Thunder,1641745,Adam,Flagler,12:00,1,11,0.091,0,8,0.0,0,0,0.0,0,0,0,0,2,0,0,2,-12.0,36.0,36.0,81.5,87.5,-45.5,-51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.091,0.367,0.379,101.52,98.0,81.67,25.0,-0.3
0022400705,1610612760,Oklahoma City,Thunder,1631114,Jalen,Williams,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400706,1610612740,New Orleans,Pelicans,1630530,Trey,Murphy III,37:52,13,21,0.619,8,12,0.667,7,7,1.0,1,2,3,3,2,1,0,41,-9.0,119.0,114.1,129.3,127.3,-10.3,-13.2,0.188,0.0,11.1,0.023,0.054,0.038,0.0,0.81,0.851,0.267,0.276,95.45,98.24,81.87,78.0,0.22
0022400706,1610612740,New Orleans,Pelicans,1629627,Zion,Williamson,28:21,5,13,0.385,0,0,0.0,4,6,0.667,1,5,6,5,1,1,1,14,1.0,137.3,128.8,129.2,131.6,8.1,-2.8,0.25,5.0,22.7,0.038,0.167,0.107,4.5,0.385,0.448,0.254,0.273,96.0,98.2,81.83,59.0,0.085
0022400706,1610612740,New Orleans,Pelicans,1642274,Yves,Missi,34:01,4,9,0.444,0,0,0.0,0,0,0.0,5,1,6,3,2,0,2,8,4.0,144.6,137.9,128.1,131.8,16.5,6.1,0.111,1.5,21.4,0.156,0.029,0.09,14.3,0.444,0.444,0.141,0.151,92.33,93.14,77.62,66.0,0.038
0022400706,1610612740,New Orleans,Pelicans,1629750,Javonte,Green,28:24,1,5,0.2,1,4,0.25,1,2,0.5,1,3,4,2,0,0,0,4,-9.0,120.2,119.0,131.1,132.2,-10.9,-13.2,0.083,0.0,25.0,0.034,0.097,0.067,0.0,0.3,0.34,0.09,0.093,98.75,98.86,82.38,58.0,0.024
0022400706,1610612740,New Orleans,Pelicans,203468,CJ,McCollum,34:53,10,22,0.455,5,9,0.556,5,5,1.0,0,6,6,5,0,1,3,30,-3.0,125.7,123.6,135.9,135.3,-10.2,-11.7,0.263,1.67,15.6,0.0,0.171,0.081,9.4,0.568,0.62,0.318,0.326,95.3,96.34,80.29,72.0,0.129
0022400706,1610612740,New Orleans,Pelicans,1641722,Jordan,Hawkins,14:28,0,4,0.0,0,4,0.0,0,0,0.0,0,2,2,1,0,0,2,0,-14.0,76.9,75.0,133.2,131.0,-56.3,-56.0,0.143,0.5,14.3,0.0,0.143,0.061,28.6,0.0,0.0,0.162,0.17,99.1,101.22,84.35,32.0,-0.055
0022400706,1610612740,New Orleans,Pelicans,1631255,Karlo,Matković,27:01,1,5,0.2,1,2,0.5,2,2,1.0,5,6,11,4,0,1,1,5,-12.0,106.0,101.9,127.9,124.5,-21.9,-22.6,0.235,4.0,36.4,0.161,0.231,0.193,9.1,0.3,0.425,0.113,0.117,91.11,94.17,78.47,53.0,0.082
0022400706,1610612740,New Orleans,Pelicans,1630526,Jeremiah,Robinson-Earl,8:13,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,-11.0,81.9,81.3,162.6,150.0,-80.7,-68.8,0.0,0.0,0.0,0.083,0.0,0.05,0.0,0.0,0.0,0.05,0.053,89.5,93.47,77.89,16.0,-0.045
0022400706,1610612740,New Orleans,Pelicans,1630631,Jose,Alvarado,22:17,3,7,0.429,2,6,0.333,0,0,0.0,0,2,2,4,0,0,1,8,-9.0,112.0,109.5,128.0,131.0,-16.0,-21.4,0.308,4.0,33.3,0.0,0.083,0.039,8.3,0.571,0.571,0.16,0.17,90.53,90.48,75.4,42.0,0.055
0022400706,1610612740,New Orleans,Pelicans,1641810,Antonio,Reeves,4:31,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,3,2.0,175.0,175.0,114.9,133.3,60.1,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.125,0.125,97.98,90.33,75.28,8.0,0.111
0022400706,1610612740,New Orleans,Pelicans,1631288,Jamal,Cain,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400706,1610612740,New Orleans,Pelicans,1628464,Daniel,Theis,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400706,1610612743,Denver,Nuggets,1629008,Michael,Porter Jr.,39:30,12,22,0.545,7,12,0.583,5,5,1.0,4,3,7,2,0,1,1,36,20.0,135.7,135.9,111.2,108.9,24.5,27.0,0.08,2.0,7.4,0.103,0.064,0.081,3.7,0.705,0.744,0.284,0.287,94.47,95.39,79.49,78.0,0.169
0022400706,1610612743,Denver,Nuggets,1630192,Zeke,Nnaji,31:12,5,9,0.556,2,4,0.5,0,0,0.0,2,3,5,0,0,1,1,12,1.0,132.3,135.5,133.4,129.7,-1.0,5.8,0.0,0.0,0.0,0.061,0.097,0.078,10.0,0.667,0.667,0.135,0.136,96.7,96.91,80.76,62.0,0.042
0022400706,1610612743,Denver,Nuggets,203999,Nikola,Jokić,36:04,9,13,0.692,1,3,0.333,8,10,0.8,1,13,14,10,1,2,1,27,11.0,127.7,127.4,114.9,109.3,12.8,18.1,0.417,10.0,34.5,0.027,0.325,0.182,3.4,0.731,0.776,0.229,0.232,95.93,98.48,82.07,73.0,0.261
0022400706,1610612743,Denver,Nuggets,1631128,Christian,Braun,40:58,5,14,0.357,0,4,0.0,1,2,0.5,2,4,6,4,1,0,0,11,2.0,128.9,130.9,132.2,128.4,-3.3,2.5,0.114,0.0,21.1,0.047,0.095,0.071,0.0,0.357,0.37,0.156,0.157,94.27,94.91,79.09,81.0,0.049
0022400706,1610612743,Denver,Nuggets,1627750,Jamal,Murray,35:22,7,17,0.412,1,4,0.25,5,5,1.0,1,4,5,8,2,0,0,20,18.0,143.2,143.5,117.5,112.5,25.7,31.0,0.296,0.0,29.6,0.03,0.095,0.067,0.0,0.441,0.521,0.244,0.243,93.68,95.69,79.74,69.0,0.113
0022400706,1610612743,Denver,Nuggets,1631124,Julian,Strawther,23:40,6,10,0.6,1,5,0.2,2,4,0.5,1,2,3,2,2,0,2,15,9.0,126.1,127.7,112.8,108.5,13.2,19.1,0.125,1.0,13.3,0.04,0.083,0.061,13.3,0.65,0.638,0.228,0.234,94.12,95.34,79.45,47.0,0.124
0022400706,1610612743,Denver,Nuggets,1641816,Hunter,Tyson,8:41,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,2.0,119.6,111.8,92.2,89.5,27.5,22.3,0.0,0.0,0.0,0.0,0.167,0.1,0.0,0.0,0.0,0.0,0.0,94.86,99.5,82.92,17.0,0.067
0022400706,1610612743,Denver,Nuggets,1629618,Jalen,Pickett,12:34,0,4,0.0,0,1,0.0,0,0,0.0,1,0,1,2,1,0,0,0,-4.0,102.7,104.0,125.6,120.0,-22.9,-16.0,0.167,0.0,33.3,0.067,0.0,0.04,0.0,0.0,0.0,0.129,0.132,94.0,95.53,79.61,25.0,-0.009
0022400706,1610612743,Denver,Nuggets,201599,DeAndre,Jordan,11:56,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,0,0,1,0,4,1.0,141.3,152.4,138.9,140.9,2.5,11.5,0.0,0.0,0.0,0.167,0.083,0.125,0.0,0.667,0.667,0.111,0.109,90.42,86.48,72.07,21.0,0.092
0022400706,1610612743,Denver,Nuggets,1642461,Spencer,Jones,0:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.43,342.86,0.0,0.0
0022400706,1610612743,Denver,Nuggets,1641725,Trey,Alexander,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400706,1610612743,Denver,Nuggets,1641790,PJ,Hall,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400706,1610612743,Denver,Nuggets,203967,Dario,Šarić,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400707,1610612754,Indiana,Pacers,1631097,Bennedict,Mathurin,22:17,4,11,0.364,1,5,0.2,0,0,0.0,1,0,1,0,0,1,0,9,-9.0,103.2,100.0,115.7,121.3,-12.5,-21.3,0.0,0.0,0.0,0.038,0.0,0.023,0.0,0.409,0.409,0.216,0.227,103.18,102.32,85.27,48.0,0.019
0022400707,1610612754,Indiana,Pacers,1627783,Pascal,Siakam,32:43,8,14,0.571,0,4,0.0,6,6,1.0,1,5,6,4,0,2,0,22,1.0,112.0,102.7,98.6,104.2,13.4,-1.5,0.19,0.0,19.0,0.028,0.122,0.078,0.0,0.571,0.661,0.213,0.23,105.55,107.1,89.25,74.0,0.165
0022400707,1610612754,Indiana,Pacers,1628418,Thomas,Bryant,25:39,4,12,0.333,0,4,0.0,1,1,1.0,2,4,6,1,2,1,1,9,-4.0,103.2,103.8,109.2,113.5,-6.0,-9.7,0.063,1.0,7.1,0.071,0.148,0.109,7.1,0.333,0.362,0.224,0.227,100.4,98.23,81.86,53.0,0.053
0022400707,1610612754,Indiana,Pacers,1629614,Andrew,Nembhard,29:40,4,5,0.8,2,3,0.667,0,0,0.0,0,3,3,8,2,0,1,10,-7.0,107.6,106.3,115.6,117.5,-8.0,-11.1,0.381,8.0,57.1,0.0,0.107,0.048,7.1,1.0,1.0,0.088,0.091,102.19,101.93,84.94,63.0,0.125
0022400707,1610612754,Indiana,Pacers,1630169,Tyrese,Haliburton,34:14,6,15,0.4,3,10,0.3,3,4,0.75,1,2,3,6,3,2,3,18,-4.0,106.3,106.8,112.8,115.5,-6.5,-8.6,0.273,2.0,23.1,0.026,0.057,0.041,11.5,0.5,0.537,0.256,0.259,102.37,100.94,84.12,73.0,0.112
0022400707,1610612754,Indiana,Pacers,1630174,Aaron,Nesmith,25:43,4,6,0.667,1,3,0.333,4,5,0.8,1,6,7,2,3,1,1,13,10.0,113.7,108.5,94.9,96.4,18.8,12.0,0.095,2.0,18.2,0.038,0.158,0.109,9.1,0.75,0.793,0.143,0.149,105.64,107.32,89.44,59.0,0.161
0022400707,1610612754,Indiana,Pacers,1630167,Obi,Toppin,19:09,5,10,0.5,3,8,0.375,0,0,0.0,0,3,3,0,0,0,1,13,6.0,113.7,108.7,102.2,100.0,11.5,8.7,0.0,0.0,0.0,0.0,0.107,0.065,9.1,0.65,0.65,0.234,0.245,109.05,112.81,94.01,46.0,0.096
0022400707,1610612754,Indiana,Pacers,204456,T.J.,McConnell,13:41,2,7,0.286,0,0,0.0,0,0,0.0,0,2,2,6,2,1,2,4,7.0,115.5,106.3,83.0,84.4,32.5,21.9,0.462,3.0,40.0,0.0,0.095,0.059,13.3,0.286,0.286,0.265,0.286,108.66,112.24,93.53,32.0,0.111
0022400707,1610612754,Indiana,Pacers,1641767,Ben,Sheppard,18:25,2,5,0.4,0,3,0.0,1,1,1.0,0,3,3,4,1,0,0,5,6.0,111.1,107.1,90.4,90.7,20.7,16.4,0.25,0.0,44.4,0.0,0.107,0.065,0.0,0.4,0.46,0.114,0.118,109.09,110.81,92.34,42.0,0.095
0022400707,1610612754,Indiana,Pacers,1641716,Jarace,Walker,18:29,4,6,0.667,0,2,0.0,1,3,0.333,0,3,3,1,0,2,0,9,-1.0,106.1,107.5,112.0,110.0,-5.9,-2.5,0.077,0.0,12.5,0.0,0.188,0.079,0.0,0.667,0.615,0.167,0.169,103.62,103.88,86.56,40.0,0.078
0022400707,1610612754,Indiana,Pacers,1642277,Johnny,Furphy,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400707,1610612754,Indiana,Pacers,201949,James,Johnson,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400707,1610612754,Indiana,Pacers,1626167,Myles,Turner,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400707,1610612762,Utah,Jazz,1628374,Lauri,Markkanen,33:20,5,11,0.455,3,5,0.6,3,5,0.6,2,5,7,1,0,0,0,16,0.0,107.0,109.7,113.5,111.3,-6.5,-1.5,0.042,0.0,7.1,0.051,0.147,0.096,0.0,0.591,0.606,0.146,0.148,103.25,102.96,85.8,72.0,0.086
0022400707,1610612762,Utah,Jazz,1628381,John,Collins,31:52,9,18,0.5,1,4,0.25,2,2,1.0,3,9,12,0,0,1,2,21,11.0,108.2,113.2,98.7,95.7,9.5,17.6,0.0,0.0,0.0,0.091,0.237,0.169,9.5,0.528,0.556,0.253,0.259,103.93,103.18,85.98,68.0,0.116
0022400707,1610612762,Utah,Jazz,1631117,Walker,Kessler,34:00,3,5,0.6,0,0,0.0,3,7,0.429,4,9,13,1,1,3,3,9,4.0,107.1,109.9,104.6,107.2,2.5,2.6,0.04,0.33,8.3,0.111,0.231,0.173,25.0,0.6,0.557,0.125,0.128,101.3,98.81,82.34,71.0,0.081
0022400707,1610612762,Utah,Jazz,1629012,Collin,Sexton,2:44,1,3,0.333,0,1,0.0,0,0,0.0,1,0,1,0,0,0,1,2,-2.0,82.0,66.7,102.0,100.0,-20.1,-33.3,0.0,0.0,0.0,0.333,0.0,0.2,25.0,0.333,0.333,0.5,0.581,94.48,105.37,87.8,6.0,-0.059
0022400707,1610612762,Utah,Jazz,1642268,Isaiah,Collier,31:56,5,12,0.417,1,4,0.25,0,0,0.0,0,1,1,10,1,0,2,11,4.0,104.6,102.8,100.9,97.2,3.7,5.6,0.5,5.0,41.7,0.0,0.029,0.014,8.3,0.458,0.458,0.169,0.175,103.84,106.7,88.92,71.0,0.076
0022400707,1610612762,Utah,Jazz,1641718,Keyonte,George,30:58,5,15,0.333,4,11,0.364,2,4,0.5,1,7,8,11,1,0,6,16,2.0,110.5,115.2,114.6,113.8,-4.1,1.3,0.5,1.83,32.4,0.028,0.206,0.114,17.6,0.467,0.477,0.284,0.285,103.37,101.51,84.59,66.0,0.117
0022400707,1610612762,Utah,Jazz,1630695,Micah,Potter,11:27,0,1,0.0,0,1,0.0,3,4,0.75,2,1,3,0,0,0,0,3,-1.0,106.8,108.0,109.2,107.7,-2.4,0.3,0.0,0.0,0.0,0.125,0.083,0.107,0.0,0.0,0.543,0.097,0.099,106.73,106.9,89.08,25.0,0.041
0022400707,1610612762,Utah,Jazz,203903,Jordan,Clarkson,34:57,8,17,0.471,3,8,0.375,2,2,1.0,1,3,4,3,1,0,1,21,-14.0,97.8,98.7,115.3,115.4,-17.5,-16.7,0.158,3.0,13.6,0.024,0.079,0.051,4.5,0.559,0.587,0.207,0.214,106.93,106.44,88.7,77.0,0.113
0022400707,1610612762,Utah,Jazz,1642271,Kyle,Filipowski,13:52,2,5,0.4,1,2,0.5,5,6,0.833,1,6,7,2,0,0,3,10,-6.0,92.6,90.9,115.8,109.1,-23.2,-18.2,0.25,0.67,15.4,0.05,0.462,0.212,23.1,0.5,0.654,0.289,0.302,109.87,114.23,95.19,33.0,0.138
0022400707,1610612762,Utah,Jazz,1641729,Brice,Sensabaugh,14:53,1,4,0.25,0,1,0.0,0,0,0.0,2,2,4,3,1,0,0,2,-3.0,101.7,100.0,114.5,108.6,-12.7,-8.6,0.273,0.0,42.9,0.1,0.133,0.114,0.0,0.25,0.25,0.1,0.104,109.01,112.88,94.06,35.0,0.075
0022400707,1610612762,Utah,Jazz,1630548,Johnny,Juzang,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400707,1610612762,Utah,Jazz,1629004,Svi,Mykhailiuk,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400708,1610612753,Orlando,Magic,1630532,Franz,Wagner,36:47,9,19,0.474,1,5,0.2,2,3,0.667,1,2,3,5,2,0,2,21,-8.0,93.2,93.3,99.7,101.3,-6.5,-8.0,0.227,2.5,18.5,0.022,0.054,0.037,7.4,0.5,0.517,0.244,0.25,100.04,99.18,82.65,75.0,0.093
0022400708,1610612753,Orlando,Magic,1631094,Paolo,Banchero,37:26,9,24,0.375,0,6,0.0,0,1,0.0,1,5,6,3,1,0,2,18,-24.0,87.2,87.8,117.5,118.7,-30.3,-30.8,0.15,1.5,10.3,0.021,0.143,0.073,6.9,0.375,0.368,0.299,0.304,96.35,95.53,79.61,74.0,0.06
0022400708,1610612753,Orlando,Magic,1629048,Goga,Bitadze,20:09,2,8,0.25,0,0,0.0,2,5,0.4,6,8,14,1,1,1,2,6,-19.0,68.2,66.7,110.8,114.6,-42.7,-48.0,0.1,0.5,7.7,0.207,0.444,0.298,15.4,0.25,0.294,0.24,0.25,99.43,98.86,82.38,42.0,0.121
0022400708,1610612753,Orlando,Magic,203484,Kentavious,Caldwell-Pope,32:37,4,9,0.444,1,3,0.333,0,0,0.0,2,4,6,1,1,0,0,9,-20.0,84.5,85.9,112.3,111.9,-27.8,-26.0,0.05,0.0,10.0,0.048,0.138,0.085,0.0,0.5,0.5,0.12,0.12,97.01,96.39,80.33,64.0,0.08
0022400708,1610612753,Orlando,Magic,1641710,Anthony,Black,16:14,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,-11.0,69.3,65.7,96.4,100.0,-27.1,-34.3,0.1,0.0,100.0,0.0,0.063,0.026,0.0,0.0,0.0,0.0,0.0,101.2,101.97,84.98,35.0,0.0
0022400708,1610612753,Orlando,Magic,203914,Gary,Harris,14:18,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,6,12.0,132.1,135.7,105.2,92.9,26.9,42.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.75,0.75,0.147,0.148,89.76,93.99,78.32,28.0,0.0
0022400708,1610612753,Orlando,Magic,1630175,Cole,Anthony,28:21,11,21,0.524,3,9,0.333,1,1,1.0,1,4,5,3,2,1,2,26,-7.0,112.8,110.3,126.5,126.8,-13.8,-16.4,0.176,1.5,11.5,0.029,0.148,0.081,7.7,0.595,0.606,0.315,0.334,95.56,96.51,80.42,58.0,0.167
