,type,id,attributes.adjusted_odds,attributes.board_time,attributes.custom_image,attributes.description,attributes.end_time,attributes.flash_sale_line_score,attributes.game_id,attributes.in_game,attributes.is_live,attributes.is_promo,attributes.line_score,attributes.odds_type,attributes.projection_type,attributes.rank,attributes.refundable,attributes.start_time,attributes.stat_display_name,attributes.stat_type,attributes.status,attributes.tv_channel,attributes.updated_at,relationships.duration.data.type,relationships.duration.data.id,relationships.game.data.type,relationships.game.data.id,relationships.league.data.type,relationships.league.data.id,relationships.new_player.data.type,relationships.new_player.data.id,relationships.projection_type.data.type,relationships.projection_type.data.id,relationships.score.data,relationships.stat_type.data.type,relationships.stat_type.data.id,attributes.trending_count,relationships.stat_average.data.type,relationships.stat_average.data.id,attributes.discount_name,attributes.discount_percentage,type_new_player,id_new_player,attributes.name,attributes.combo,attributes.display_name,attributes.image_url,attributes.league,attributes.league_id,attributes.position,attributes.team,relationships.league.data.type_new_player,relationships.league.data.id_new_player,relationships.team_data.data.type,relationships.team_data.data.id
30,projection,3748876,,2025-01-19T09:14:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,22.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Receiving Yards in First 2 Receptions,Receiving Yards in First 2 Receptions,pre_game,,2025-01-27T10:44:41-05:00,duration,11,game,45705,league,9,new_player,206304,projection_type,2,,stat_type,464,,stat_average,107816,,,new_player,206304,A.J. Brown,False,A.J. Brown,https://static.prizepicks.com/images/teams/nfl/PHI/11.webp,NFL,9.0,WR,PHI,league,9,team,1188
31,projection,3748394,,2025-01-19T09:14:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,1.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,FG Made,FG Made,pre_game,,2025-02-03T14:39:36-05:00,duration,11,game,45705,league,9,new_player,210364,projection_type,2,,stat_type,117,,stat_average,45320,,,new_player,210364,Jake Elliott,False,Jake Elliott,https://static.prizepicks.com/images/teams/nfl/PHI/4.webp,NFL,9.0,K,PHI,league,9,team,1188
32,projection,3748667,,2025-01-19T09:14:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,0.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Rush+Rec TDs,Rush+Rec TDs,pre_game,,2025-02-01T14:39:37-05:00,duration,11,game,45705,league,9,new_player,206300,projection_type,2,,stat_type,313,119818.0,stat_average,46827,,,new_player,206300,Jalen Hurts,False,Jalen Hurts,https://static.prizepicks.com/images/teams/nfl/PHI/1.webp,NFL,9.0,QB,PHI,league,9,team,1188
33,projection,3748238,False,2025-01-19T09:14:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,40.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Rush Yards,Rush Yards,pre_game,,2025-01-31T12:30:42-05:00,duration,11,game,45705,league,9,new_player,206300,projection_type,2,,stat_type,15,,stat_average,35078,,,new_player,206300,Jalen Hurts,False,Jalen Hurts,https://static.prizepicks.com/images/teams/nfl/PHI/1.webp,NFL,9.0,QB,PHI,league,9,team,1188
34,projection,3789375,,2025-01-26T18:30:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,0.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Pass Deflections,Pass Deflections,pre_game,,2025-01-31T12:21:38-05:00,duration,11,game,45705,league,9,new_player,226705,projection_type,2,,stat_type,352,,,,,,new_player,226705,C.J. Gardner-Johnson,False,C.J. Gardner-Johnson,https://static.prizepicks.com/images/teams/nfl/PHI/8.webp,NFL,9.0,SAF,PHI,league,9,team,1188
35,projection,3748665,False,2025-01-12T09:22:00-05:00,,PHI,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,15.0,standard,Fantasy Score,2,True,2025-02-09T18:30:00-05:00,Fantasy Score,Fantasy Score,pre_game,,2025-01-30T16:39:21-05:00,duration,11,game,45705,league,9,new_player,211191,projection_type,1,,stat_type,14,,stat_average,57113,,,new_player,211191,Travis Kelce,False,Travis Kelce,https://static.prizepicks.com/images/teams/nfl/KC/87.webp,NFL,9.0,TE,KC,league,9,team,16506
36,projection,3748663,False,2025-01-19T09:14:00-05:00,,KC,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,20.5,standard,Fantasy Score,2,True,2025-02-09T18:30:00-05:00,Fantasy Score,Fantasy Score,pre_game,,2025-01-28T15:50:06-05:00,duration,11,game,45705,league,9,new_player,206300,projection_type,1,,stat_type,14,,stat_average,50771,,,new_player,206300,Jalen Hurts,False,Jalen Hurts,https://static.prizepicks.com/images/teams/nfl/PHI/1.webp,NFL,9.0,QB,PHI,league,9,team,1188
37,projection,3748336,,2025-01-12T09:22:00-05:00,,PHI,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,285.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Pass+Rush Yds,Pass+Rush Yds,pre_game,,2025-01-30T16:39:38-05:00,duration,11,game,45705,league,9,new_player,206295,projection_type,2,,stat_type,260,,stat_average,47532,,,new_player,206295,Patrick Mahomes,False,Patrick Mahomes,https://static.prizepicks.com/images/teams/nfl/KC/15.webp,NFL,9.0,QB,KC,league,9,team,1131
38,projection,3748255,False,2025-01-12T09:22:00-05:00,,PHI,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,24.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Pass Completions,Pass Completions,pre_game,,2025-01-28T15:24:52-05:00,duration,11,game,45705,league,9,new_player,206295,projection_type,2,,stat_type,27,,stat_average,45328,,,new_player,206295,Patrick Mahomes,False,Patrick Mahomes,https://static.prizepicks.com/images/teams/nfl/KC/15.webp,NFL,9.0,QB,KC,league,9,team,1131
39,projection,3748847,,2025-01-12T09:22:00-05:00,,PHI,,,NFL_game_9Vtulb2nghSvUHBh7XHJnetZ,False,False,False,13.5,standard,Single Stat,2,True,2025-02-09T18:30:00-05:00,Longest Rush,Longest Rush,pre_game,,2025-02-01T17:59:55-05:00,duration,11,game,45705,league,9,new_player,206295,projection_type,2,,stat_type,788,,stat_average,52809,,,new_player,206295,Patrick Mahomes,False,Patrick Mahomes,https://static.prizepicks.com/images/teams/nfl/KC/15.webp,NFL,9.0,QB,KC,league,9,team,1131
